id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
018241b2-3b2b-4f32-832a-602d4edda66b	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	1	1	VCT50	0	0	0	0	Start	Yellow	Square	D	0	0	-11.22	0	377168.079397473	5718281.5686981	55	-38.6755449447256	145.587940459438	3	0	0	0	0	0	0	0	0	25	5	False	15	1000	True	True	False	False	False	False	False
ce1dee62-6485-42d7-9d9a-e2c7e10b2b20	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	2	1	VCT50	0	0	0	0	Dive top	Yellow	Square	D	0	0	-11.55	0	377150.103516547	5718290.33612104	55	-38.6754634631791	145.587735421729	3	5.16617458590322	296	20.0000000000864	0.215982907977527	0	20.0000000000864	12.9589744786516	0	25	5	False	15	1000	True	True	False	False	False	False	False
7f613142-3efd-497b-901f-4bb7362c77cf	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	3	1	VCT50	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-9.08	-6.28	377165.237940463	5718321.36628853	55	-38.6751860092896	145.587914849242	3	0.453785605518526	26	34.5242245690941	0.372832120903496	0	54.5242245691804	35.3289017328614	0	25	5	False	15	1000	False	True	False	False	False	False	False
f2853783-c25f-4a87-9d63-aa34e157df70	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	4	1	VCT50	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-9.12	-6.32	377169.621651931	5718330.354229	55	-38.6751056442429	145.587966820461	2	0.453785605518526	26	10.0000000002269	0.161987180986122	0	64.5242245694074	45.0481325920287	0	25	5	False	15	1000	False	True	False	False	False	False	False
0c5708e6-4b1f-443a-89ee-10206547203d	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	5	1	VCT50	0	1	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-9.17	-6.37	377160.633711468	5718334.73794046	55	-38.6750649035453	145.587864302151	2	5.16617458590322	296	9.99999999983906	0.161987180979839	0	74.5242245692464	54.767363450819	0	25	5	False	15	1000	False	True	True	True	False	False	False
25637330-9890-4466-b659-378a716b11b3	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	6	1	VCT50	0	1	50	2	Leg start	Cyan	Circle	H	0	1.8	-9.08	-7.28	377156.25	5718325.75	55	-38.6751452685455	145.587812330849	2	3.59537825910832	206	10.0000000002269	0.161987180986122	0	84.5242245694734	64.4865943099863	0	25	5	False	15	1000	False	True	True	True	False	False	False
f0b9b3de-f602-43fb-921b-ca8df8ed26ca	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	7	1	VCT50	0	1	50	3	Leg end	Green	Circle	H	0	1.8	-10.49	-8.69	377134.33144266	5718280.81029768	55	-38.6755470931504	145.587552472568	2	3.59537825910832	206	50.0000000002721	0.809935904916637	0	134.524224569745	113.082748604985	0	25	5	False	15	1000	False	True	True	True	False	False	False
7cdb2272-c7ac-474c-bfcd-3a4018cf6ded	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	8	1	VCT50	0	1	50	4	Leg end turn	Cyan	Circle	H	0	2.8	-11.51	-8.71	377124.554966915	5718274.4525841	55	-38.6756030133357	145.587438989282	2	4.13579775933241	236.96375652941	11.6619037900827	0.1889078919844	0	146.186128359828	124.417222124049	0	25	5	False	15	1000	False	True	True	True	False	False	False
c625c26e-f22d-4564-84a3-81c5112f10a3	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	9	1	VCT50	0	2	50	1	Leg start turn	Cyan	Circle	H	0	2.8	-11.55	-8.75	377133.542907378	5718270.06887263	55	-38.6756437544125	145.587541508098	2	2.02458193227747	115.99999999794	9.99999999983906	0.161987180979839	0	156.186128359667	134.136452982839	0	25	5	False	15	1000	False	True	True	True	False	False	False
88a13b3d-f9cf-4b4b-a57a-a42f6838b91c	7fcd4fc8-7c3b-4933-bff8-19070afdbc2c	161113	3009	vic-bunurong-vct50-3009-Cape Paterson West	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			4	12	77	10	1	VCT50	0	2	50	2	Leg start	Cyan	Circle	H	0	1.8	-10.84	-9.04	377137.926618846	5718279.0568131	55	-38.675563389552	145.587593480076	2	0.453785605518526	26	10.0000000002269	0.161987180986122	0	166.186128359894	143.855683842006	0	25	5	False	15	1000	False	True	True	True	False	False	False
