id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
9a63f096-729f-47fe-9807-d4a4a472434d	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	1	1	TG	0	0	0	0	Start	Yellow	Square	D	0	0	-21.24	0	383241.822445432	5717352.79146952	55	-38.6847347190404	145.657588816587	3	0	0	0	0	0	0	0	0	25	5	False	15	1000	True	True	False	False	False	False	False
ceec757f-7c3e-4165-b595-9d7da05b2792	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	2	1	TG	0	0	0	0	Dive top	Yellow	Square	D	0	0	-20.95	0	383242.171493561	5717372.78842342	55	-38.6845546052323	145.657596195326	3	0.0174532925199433	1	19.9999999996386	0.215982907972691	0	19.9999999996386	12.9589744783615	0	25	5	False	15	1000	True	True	False	False	False	False	False
0ee93376-f546-4600-96b3-c4e5ecb77586	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	3	1	TG	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-19.98	-17.18	383301.575475936	5717371.75152305	55	-38.6845717839154	145.658278834326	3	1.58824961931484	91	59.4130312673126	0.641609963240925	0	79.4130312669512	51.455572272817	0	25	5	False	15	1000	False	True	False	False	False	False	False
d6755927-f1eb-4730-b838-8363e9fbe26e	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	4	1	TG	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-19.74	-16.94	383311.573952887	5717371.57699898	55	-38.6845746749239	145.658393731554	2	1.58824961931484	91	9.99999999999033	0.161987180982289	0	89.4130312669415	61.1748031317543	0	25	5	False	15	1000	False	True	False	False	False	False	False
1d7c295f-b27c-43c8-8b30-39b3a38f65fc	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	5	1	TG	0	1	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-19.71	-16.91	383311.748476952	5717381.57547594	55	-38.6844846179746	145.658397419908	2	0.0174532925199433	1	9.99999999981878	0.16198718097951	0	99.4130312667603	70.8940339905249	0	25	5	False	15	1000	False	True	True	True	False	False	False
2d93d739-b744-4392-8bc6-3c4ed2f322d3	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	6	1	TG	0	1	25	2	Leg start	Cyan	Circle	H	0	1.8	-19.84	-18.04	383301.75	5717381.75	55	-38.6844817269722	145.658282522823	2	4.72984227290463	271	9.99999999999033	0.161987180982289	0	109.413031266751	80.6132648494623	0	25	5	False	15	1000	False	True	True	True	False	False	False
e7985392-ed44-48c8-b2d6-ccf8134a5d34	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	7	1	TG	0	1	25	3	Leg end	Green	Circle	H	0	1.8	-20.48	-18.68	383276.753807621	5717382.18631016	55	-38.684474498973	145.657995280168	2	4.72984227290463	271	25.000000000013	0.404967952456326	0	134.413031266764	104.911341996842	0	25	5	False	15	1000	False	True	True	True	False	False	False
24e21653-c2a1-4f60-8266-3ef8475275d4	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	8	1	TG	0	1	25	4	Leg end turn	Cyan	Circle	H	0	2.8	-20.58	-17.78	383266.685521044	5717378.36144344	55	-38.6845076303448	145.657878907529	2	4.34933589575053	249.198590511257	10.7703296144858	0.174465533250231	0	145.183360881249	115.379273991856	0	25	5	False	15	1000	False	True	True	True	False	False	False
9cd44f6f-91d5-44f6-bf7b-1672b349e074	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	9	1	TG	0	2	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-20.58	-17.78	383266.510996979	5717368.36296649	55	-38.6845976872657	145.657875218524	2	3.15904594610781	180.99999999989	9.99999999981878	0.16198718097951	0	155.183360881068	125.098504850626	0	25	5	False	15	1000	False	True	True	True	False	False	False
f9cfa836-04ba-48a8-aabb-b560c1443f6b	a1995583-4806-45ab-9791-281a0d06861f	161212	3025-tg25	vic-bunurong-tg25-3025-Twin Reefs 20 m	AUV Iver	Harold Holt	Fish stereo video|Benthic stereo video|Strobes			1	13	60	10	1	TG	0	2	25	2	Leg start	Cyan	Circle	H	0	1.8	-20.18	-18.38	383276.509473931	5717368.18844243	55	-38.6846005786714	145.657990115766	2	1.58824961931484	91	9.99999999999033	0.161987180982289	0	165.183360881059	134.817735709564	0	25	5	False	15	1000	False	True	True	True	False	False	False
