id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
24cdd328-63f1-4154-8110-c05e140ed782	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	1	1	TG	0	0	0	0	Start	Yellow	Square	D	0	0	-5.89	0	383396.4738	5718254.386	55	-38.6766323	145.659518	3	0	0	0	0	0	0	0	0	25	5	FALSE	15	1000	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
f028591f-5380-480c-a065-26f3e42188ad	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	2	1	TG	0	0	0	0	Dive top	Yellow	Square	D	0	0	-6.07	0	383379.1533	5718264.386	55	-38.67653993	145.6593206	3	5.235987756	300	20	0.215982908	0	20	12.95897448	0	25	5	FALSE	15	1000	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
2a9f87ad-26d9-490a-b468-341c809278a2	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	3	1	TG	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-6.56	-3.76	383390.9103	5718284.75	55	-38.67635801	145.6594592	3	0.523598776	30	23.51384426	0.253929423	0	43.51384426	28.19473986	0	25	5	FALSE	15	1000	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
dad83b46-5c3b-4146-80cc-3376ec886417	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	4	1	TG	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-6.59	-3.79	383395.9103	5718293.41	55	-38.67628065	145.6595181	2	0.523598776	30	10	0.161987181	0	53.51384426	37.91397072	0	25	5	FALSE	15	1000	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
321f5bea-2f12-413e-b824-a48bc861a577	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	5	1	TG	0	1	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-5.92	-3.12	383387.25	5718298.41	55	-38.67623446	145.6594194	2	5.235987756	300	10	0.161987181	0	63.51384426	47.63320158	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
0b2e28d0-117f-4908-94ab-a963774fab40	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	6	1	TG	0	1	25	2	Leg start	Cyan	Circle	H	0	1.8	-5.95	-4.15	383382.25	5718289.75	55	-38.67631182	145.6593605	2	3.665191429	210	10	0.161987181	0	73.51384426	57.35243244	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
b4368f85-33e5-4425-b701-739f8afd3d7a	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	7	1	TG	0	1	25	3	Leg end	Green	Circle	H	0	1.8	-5.5	-3.7	383369.75	5718268.099	55	-38.67650524	145.6592132	2	3.665191429	210	25	0.404967952	0	98.51384426	81.65050959	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
14f9d796-0b48-4a6b-b391-e063393700b9	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	8	1	TG	0	1	25	4	Leg end turn	Cyan	Circle	H	0	2.8	-5.45	-2.65	383368.2141	5718257.439	55	-38.67660108	145.6591937	2	3.284685052	188.1985905	10.77032961	0.174465533	0	109.2841739	92.11844158	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
9e02d6a7-de61-44c0-88c5-20af2b48244b	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	9	1	TG	0	2	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-5.79	-2.99	383376.8744	5718252.439	55	-38.67664726	145.6592924	2	2.094395102	120	10	0.161987181	0	119.2841739	101.8376724	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
a1fb5346-bbcc-49f5-99a1-c070f6b0eb86	22c26035-cc1a-49b7-b2e8-56a9f550e219	161201	3005-tg25	vic-bunurong-tg25-3005-Shack Bay West	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	10	1	TG	0	2	25	2	Leg start	Cyan	Circle	H	0	1.8	-5.94	-4.14	383381.8744	5718261.099	55	-38.6765699	145.6593513	2	0.523598776	30	10	0.161987181	0	129.2841739	111.5569033	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
