id	msn_id	msn_seq	msn_ref	msn_name	platform_type	platform_name	inst_configuration	event_name	datetime	n_stages	n_legs	n_wpts	wpt	stage_i	stage_type	stage_dirn	leg_i	leg_length	wpt_i	wpt_type	colour	shape	depth_option	dfs	hfb	depth_water	depth_vehicle	east	north	zone	lat	lon	speed_kn	dir_rads	dir_degs	dist_m	time_mins	power	ch_distance	ch_time_secs	ch_power	dive_angle	wpt_radius	is_parking	park_radius	park_time	is_surface	is_usbl	is_cam1	is_strobe	is_cam2	is_sidescan	is_multibeam
6bb41182-25f5-48f9-a52c-4cf14bb13529	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	1	1	TG	0	0	0	0	Start	Yellow	Square	D	0	0	-8.11	0	380005.9651	5718200.975	55	-38.67666032	145.6205416	3	0	0	0	0	0	0	0	0	25	5	FALSE	15	1000	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
e5b68c40-4e4f-4655-b682-588c3d2a38d4	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	2	1	TG	0	0	0	0	Dive top	Yellow	Square	D	0	0	-6.11	0	380002.4921	5718220.671	55	-38.6764824	145.6205051	3	6.108652382	350	20	0.215982908	0	20	12.95897448	0	25	5	FALSE	15	1000	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
38d2fc94-b850-4eb3-a422-b89a3309bf97	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	3	1	TG	0	0	0	0	Dive bottom	Orange	Circle	H	0	2.8	-6.23	-3.43	380026.4865	5718224.902	55	-38.67644754	145.6207816	3	1.396263402	80	24.3645359	0.263116166	0	44.3645359	28.74594442	0	25	5	FALSE	15	1000	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ad77d417-42cf-48b5-b766-161e55c25409	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	4	1	TG	0	0	0	0	Dive turn	Cyan	Circle	H	0	2.8	-6.26	-3.46	380036.3346	5718226.638	55	-38.67643323	145.6208951	2	1.396263402	80	10	0.161987181	0	54.3645359	38.46517528	0	25	5	FALSE	15	1000	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ee62f89a-5709-45e5-ab54-4e06cefd0c82	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	5	1	TG	0	1	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-6.03	-3.23	380034.5981	5718236.486	55	-38.67634427	145.6208768	2	6.108652382	350	10	0.161987181	0	64.3645359	48.18440614	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
c0f23d22-d1f2-41e4-93af-58da946199d6	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	6	1	TG	0	1	25	2	Leg start	Cyan	Circle	H	0	1.8	-6.16	-4.36	380024.75	5718234.75	55	-38.67635858	145.6207633	2	4.537856055	260	10	0.161987181	0	74.3645359	57.903637	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
93c255c5-684d-43e1-b216-653c2137eb73	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	7	1	TG	0	1	25	3	Leg end	Green	Circle	H	0	1.8	-6.21	-4.41	380000.1298	5718230.409	55	-38.67639435	145.6204796	2	4.537856055	260	25	0.404967952	0	99.3645359	82.20171415	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
076b1255-ff5f-4019-be5d-24d44c5161a6	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	8	1	TG	0	1	25	4	Leg end turn	Cyan	Circle	H	0	2.8	-5.9	-3.1	379990.9763	5718224.733	55	-38.67644425	145.6203734	2	4.157349678	238.1985905	10.77032961	0.174465533	0	110.1348655	92.66964614	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
3263d434-78e0-4b37-a594-30b1ea645bab	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	9	1	TG	0	2	25	1	Leg start turn	Cyan	Circle	H	0	2.8	-6.59	-3.79	379992.7128	5718214.885	55	-38.67653321	145.6203917	2	2.967059728	170	10	0.161987181	0	120.1348655	102.388877	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
fa31fc39-c779-44fb-9d60-566f0b9047df	9afd0119-4599-4487-83dd-c4ccbd176914	161205	3015-tg25	vic-bunurong-tg25-3015-Boat Ramp East	AUV Iver	Harold Holt	Benthic stereo video|Strobes			1	13	60	10	1	TG	0	2	25	2	Leg start	Cyan	Circle	H	0	1.8	-6.61	-4.81	380002.5609	5718216.621	55	-38.6765189	145.6205052	2	1.396263402	80	10	0.161987181	0	130.1348655	112.1081079	0	25	5	FALSE	15	1000	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE
